"Load #","Last Free Day","Total Weight","Container #","Chassis #","APT","Approved Date","Available Date","BOL/BKG","BOOKING #","Billing Date","Billing Note","Branch","Broker Hold","CSR","Caller Booking No","Carrier Hold","S101 - DRAYAGE (ALL-IN)","S100 - DRAYAGE","S108 - CHASSIS","S211 - TRANSLOAD","S132 - OVERWEIGHT","S128 - HAZMAT","S114 - CREDIT","S131 - OFF-HIRE REPOSITIONING","S122 - DROP CHARGE","S152 - PREPULL","S163 - YARD DAYS","S104 - FUEL","S159 - TRI-AXLE","S107 - BONDED MOVE","S162 - YARD PULL","S120 - DRY RUN","S141 - PERMIT","Charge Set Status","Chassis Size","Chassis Type","Cheque Number","Commodity","Container Size","Container Type","Created By","Created By Date","Current Location","Custom","Customer","Cut","Deliver Load Arrived","Deliver Load Enroute","Delivery Location","Discharged Date","Dispatched By","Driver","Driver Note","Drop Container Arrived","Drop Container Enroute","ETA","Empty Date","Freight","Gray Chassis #","Gray Container #","Graypool Chassis #","Graypool Container #","Hazmat","Hook Chassis","Hook Chassis Arrived","Hook Chassis Enroute","Hook Container Arrived","Hook Container Enroute","House BOL","Ingate Date","Is Ready To Return","Load Completed At","Move","Load Notes","Move Assigned Date","Next Address","Other References","Outgate Date","Over Weight","PICKUP","PCS","PICKUP #","PO #","Paid Amount","Pallets","Payment Date","Per Diem Free Day","Pick Up Location","Pick up #","Pricing Total","Pull Container Arrived","Pull Container Enroute","Purchase Order #","Reference #","Remaining Amount","Reservation #","Return","Return #","Return Container Arrived","Return Container Enroute","Return Location","SSL","Seal #","Shipment","Status","Stop Off Arrived","Stop Off Enroute","Temperature","Terminal Address","Terminate Chassis","Terminate Chassis Arrived","Terminate Chassis Enroute","Total Amount","Total Distance","Vessel Name","Voyage","Warehouse Address","Yard Note"
"THWK_M133929","","45986","TRHU2838774","","02/18/26 09:00 AM","","02/17/26 03:50 PM","264887471","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","glyphodate 62%mc concentrate","20'","ST","Valerie","01/14/26 04:41 PM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","Edgar Lazo","Edgar Angulo (Combo Plates)","Load out PIN Number: 18315297  -----empty return ref:: AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","02/18/26 06:30 AM","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163094","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","DISPATCHED","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133928","","45986","TRHU1474174","","","","","264887471","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","glyphodate 62%mc concentrate","20'","ST","Valerie","01/14/26 04:41 PM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","empty return ref:: AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163094","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133927","","45986","TRHU1235436","","","","","264887471","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","glyphodate 62%mc concentrate","20'","ST","Valerie","01/14/26 04:41 PM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","EMPTY RETURN REF:: AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163094","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133926","","45986","TRHU1158010","","","","","264887471","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","glyphodate 62%mc concentrate","20'","ST","Valerie","01/14/26 04:41 PM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","EMPTY RETURN REF:: AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163094","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133925","","45986","TCKU1161058","","","","","264887471","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","glyphodate 62%mc concentrate","20'","ST","Valerie","01/14/26 04:39 PM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163094","0","","","","","","","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","57.89","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133828","02/23/26","45986","TRHU3916660","","02/18/26 10:30 AM","","02/17/26 04:30 PM","264887545","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","GLYPHOSATE 62% MC (CONCENTRATE)","20'","ST","Valerie","01/13/26 11:38 AM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","empty return ref:::AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163086","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","AVAILABLE","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133826","","45986","TRHU3863030","","","","","264887545","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","GLYPHOSATE 62% MC (CONCENTRATE)","20'","ST","Valerie","01/13/26 11:38 AM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","empty return ref:::AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163086","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133827","02/23/26","45986","TRHU3916336","","02/18/26 10:00 AM","","02/17/26 04:29 PM","264887545","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","GLYPHOSATE 62% MC (CONCENTRATE)","20'","ST","Valerie","01/13/26 11:38 AM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","empty return ref:::AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163086","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","AVAILABLE","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133825","","45986","TRHU3709581","","","","","264887545","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","GLYPHOSATE 62% MC (CONCENTRATE)","20'","ST","Valerie","01/13/26 11:38 AM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","empty return ref:::AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163086","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133824","","45986","TRHU3640952","","","","","264887545","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","GLYPHOSATE 62% MC (CONCENTRATE)","20'","ST","Valerie","01/13/26 11:38 AM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","empty return ref:::AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163086","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133822","","45986","TRHU1312893","","","","","264887545","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","GLYPHOSATE 62% MC (CONCENTRATE)","20'","ST","Valerie","01/13/26 11:38 AM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","empty return ref:::AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163086","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133823","","45986","TRHU3630363","","","","","264887545","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","GLYPHOSATE 62% MC (CONCENTRATE)","20'","ST","Valerie","01/13/26 11:38 AM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","empty return ref:::AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163086","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133820","","45986","TRHU1200574","","","","","264887545","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","GLYPHOSATE 62% MC (CONCENTRATE)","20'","ST","Valerie","01/13/26 11:38 AM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","empty return ref:::AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163086","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133821","","45986","TRHU1206660","","","","","264887545","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","GLYPHOSATE 62% MC (CONCENTRATE)","20'","ST","Valerie","01/13/26 11:38 AM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","empty return ref:::AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163086","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133819","","45986","TCKU1163003","","","","","264887545","","","","","No","","","No","","325","","","","","","65","","","","84.5","120","","","","","DRAFT","","TRI-AXLE","","GLYPHOSATE 62% MC (CONCENTRATE)","20'","ST","Valerie","01/13/26 11:37 AM","","RELEASED","Interfreight Harmonized Logistics Inc.","","","","Southern Star","","","","empty return ref:::AHOUA48497","","","02/17/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","17","","","0","","","","BAYPORT TERMINAL","","594.5","","","","0163086","0","","","","","","CONGLOBAL MAYO SHELL","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","594.5","84.2","SOF","607W","7150 Business Park Dr #140, Houston, TX 77041, US",""
"THWK_M133319","","47035.57","RXCU1061888","","","","","263029407","","","","","No","","","No","","350","","","","","","200","","","","","","","","","","DRAFT","","TRI-AXLE","","CONNECTOR, WEDGE, STEEL RING","20'","ST","Joel","01/05/26 12:28 PM","","HOLD","Aequus Worldwide Logistics","","","","GTI","","","","","","","02/20/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","Yes","","","","","0","","","","BAYPORT TERMINAL","","550","","","","ALLW261225OI","0","","","","","","RITCHIE BROTHERS","MAERSK","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","550","72.89","RAS","608W","13022 TRINITY DRIVE STAFFORD 77477 TX USA, STAFFORD, TX 77477, USA",""
"THWK_M133197","","40278.41","TCKU6452077","","","","","BO1251238452","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","Plastic Electrical Cables","40'","HC","Joel","12/31/25 10:45 AM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/20/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BARBOURS CUT TERMINALS","","0","","","","SMUM25018387","0","","","","","","","HAPAG","","","PENDING","","","","1515 E Barbours Cut Blvd, La Porte, TX 77571, US","","","","0","13.33","PNX","607E","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133196","","40419.5","HAMU2041826","","","","","BO1251238452","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","Plastic Electrical Cables","40'","HC","Joel","12/31/25 10:45 AM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/20/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BARBOURS CUT TERMINALS","","0","","","","SMUM25018387","0","","","","","","","HAPAG","","","PENDING","","","","1515 E Barbours Cut Blvd, La Porte, TX 77571, US","","","","0","13.33","PNX","607E","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133195","","39632.45","GCXU5303701","","","","","BO1251238452","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","Plastic Electrical Cables","40'","HC","Joel","12/31/25 10:45 AM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/20/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BARBOURS CUT TERMINALS","","0","","","","SMUM25018387","0","","","","","","","HAPAG","","","PENDING","","","","1515 E Barbours Cut Blvd, La Porte, TX 77571, US","","","","0","13.33","PNX","607E","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133194","","40410.68","TGCU5182503","","","","","BO12601BPNQ4","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","Plastic Electrical Cables","40'","HC","Joel","12/31/25 10:45 AM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/20/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BARBOURS CUT TERMINALS","","0","","","","SMUM25018387","0","","","","","","","HAPAG","","","PENDING","","","","1515 E Barbours Cut Blvd, La Porte, TX 77571, US","","","","0","13.33","PNX","607E","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133193","","39592.77","BEAU4924144","","","","","BO1251238452","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","Plastic Electrical Cables","40'","HC","Joel","12/31/25 10:45 AM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/20/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BARBOURS CUT TERMINALS","","0","","","","SMUM25018387","0","","","","","","","HAPAG","","","PENDING","","","","1515 E Barbours Cut Blvd, La Porte, TX 77571, US","","","","0","13.33","PNX","607E","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133192","","40419.5","FSCU8419332","","","","","BO12601BPNQ4","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","Plastic Electrical Cables","40'","HC","Joel","12/31/25 10:44 AM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/20/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BARBOURS CUT TERMINALS","","0","","","","SMUM25018387","0","","","","","","","HAPAG","","","PENDING","","","","1515 E Barbours Cut Blvd, La Porte, TX 77571, US","","","","0","13.33","PNX","607E","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133191","","39630.25","HLBU2199940","","","","","BO1251238452","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","Plastic Electrical Cables","40'","HC","Joel","12/31/25 10:44 AM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/20/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BARBOURS CUT TERMINALS","","0","","","","SMUM25018387","0","","","","","","","HAPAG","","","PENDING","","","","1515 E Barbours Cut Blvd, La Porte, TX 77571, US","","","","0","13.33","PNX","607E","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133190","","39705.21","HAMU3466975","","","","","BO1251238452","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","Plastic Electrical Cables","40'","HC","Joel","12/31/25 10:44 AM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/20/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BARBOURS CUT TERMINALS","","0","","","","SMUM25018387","0","","","","","","","HAPAG","","","PENDING","","","","1515 E Barbours Cut Blvd, La Porte, TX 77571, US","","","","0","13.33","PNX","607E","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133189","","39447.27","HAMU3278875","","","","","BO12601BPNQ4","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","Plastic Electrical Cables","40'","HC","Joel","12/31/25 10:44 AM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/20/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BARBOURS CUT TERMINALS","","0","","","","SMUM25018387","0","","","","","","","HAPAG","","","PENDING","","","","1515 E Barbours Cut Blvd, La Porte, TX 77571, US","","","","0","13.33","PNX","607E","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133188","","39392.15","TXGU7122626","","","","","BO1251238452","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","Plastic Electrical Cables","40'","HC","Joel","12/31/25 10:43 AM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/20/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BARBOURS CUT TERMINALS","","0","","","","SMUM25018387","0","","","","","","","HAPAG","","","PENDING","","","","1515 E Barbours Cut Blvd, La Porte, TX 77571, US","","","","0","13.33","PNX","607E","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133141","","40256.36","TCNU4316820","","","","","AMC2473635","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTIC INSULATED ELECTRICAL CABLE","40'","HC","Valerie","12/30/25 02:28 PM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/27/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","AMC2473635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","17.58","APM","0VBLSE1MA","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133140","","40256.36","CMAU9299685","","","","","AMC2473635","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTIC INSULATED ELECTRICAL CABLE","40'","HC","Valerie","12/30/25 02:28 PM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/27/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","AMC2473635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","17.58","APM","0VBLSE1MA","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133138","","40256.36","CAIU7631545","","","","","AMC2473635","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTIC INSULATED ELECTRICAL CABLE","40'","HC","Valerie","12/30/25 02:28 PM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/27/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","AMC2473635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","17.58","APM","0VBLSE1MA","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133139","","40256.36","ECMU7151686","","","","","AMC2473635","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTIC INSULATED ELECTRICAL CABLE","40'","HC","Valerie","12/30/25 02:28 PM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/27/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","AMC2473635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","17.58","APM","0VBLSE1MA","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133137","","40256.36","FCIU9255229","","","","","AMC2473635","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTIC INSULATED ELECTRICAL CABLE","40'","HC","Valerie","12/30/25 02:28 PM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/27/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","AMC2473635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","17.58","APM","0VBLSE1MA","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133136","","40256.36","TCNU1295555","","","","","AMC2473635","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTIC INSULATED ELECTRICAL CABLE","40'","HC","Valerie","12/30/25 02:28 PM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/27/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","AMC2473635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","17.58","APM","0VBLSE1MA","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133135","","40256.36","TCLU5451237","","","","","AMC2473635","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTIC INSULATED ELECTRICAL CABLE","40'","HC","Valerie","12/30/25 02:28 PM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/27/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","AMC2473635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","17.58","APM","0VBLSE1MA","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133133","","40256.36","APHU7295419","","","","","AMC2473635","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTIC INSULATED ELECTRICAL CABLE","40'","HC","Valerie","12/30/25 02:28 PM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/27/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","AMC2473635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","17.58","APM","0VBLSE1MA","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133134","","40256.36","TRHU7510860","","","","","AMC2473635","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTIC INSULATED ELECTRICAL CABLE","40'","HC","Valerie","12/30/25 02:28 PM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/27/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","AMC2473635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","17.58","APM","0VBLSE1MA","4838 Borusan Rd, Baytown, TX 77523, US",""
"THWK_M133132","","40256.36","CMAU3312521","","","","","AMC2473635","","","","","No","","","No","","","","","","","","","","","","","","","","","","DRAFT","","","","PLASTIC INSULATED ELECTRICAL CABLE","40'","HC","Valerie","12/30/25 02:26 PM","","HOLD","SWIFT CARGO","","","","Tigerhawk WHSE -MUST CHECK IN-","","","","","","","02/27/26 12:00 AM","","RELEASED","","","","","false","","","","","","","","No","","IMPORT","","","","","","No","","","","","0","","","","BAYPORT TERMINAL","","0","","","","AMC2473635","0","","","","","","","CMA-CGM","","","PENDING","","","","12619 Port Rd, Seabrook, TX 77586, US","","","","0","17.58","APM","0VBLSE1MA","4838 Borusan Rd, Baytown, TX 77523, US",""
